DTXSID,CASRN,PREFERRED NAME,MOLECULAR_FORMULA,MONOISOTOPIC MASS,AVERAGE_MASS,SMILES,ToxCast Active,ToxCast Total,% ToxCast Active,HIT CALL
DTXSID5023588,50-70-4,D-Glucitol,C6H14O6,182.079038,182.172,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,4,401,1,Inactive
DTXSID5023792,99-99-0,4-Nitrotoluene,C7H7NO2,137.047678,137.138,CC1=CC=C(C=C1)[N+]([O-])=O,14,582,2,Inactive
DTXSID5023742,81-81-2,Warfarin,C19H16O4,308.104859,308.333,CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=CC=CC=C2OC1=O,30,643,5,Inactive
DTXSID5023796,140-64-7,Pentamidine isethionate,C23H36N4O10S2,592.187286,592.68,OCCS(O)(=O)=O.OCCS(O)(=O)=O.NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1,243,652,37,Inactive
DTXSID5023825,1303-11-3,Indium arsenide,AsIn,189.825474,189.74,[As]#[In],6,580,1,Inactive
DTXSID5023875,7773-06-0,Ammonium sulfamate,H6N2O3S,114.009913,114.12,[NH4+].NS([O-])(=O)=O,3,349,1,Inactive
DTXSID5023900,17804-35-2,Benomyl,C14H18N4O3,290.13789,290.323,CCCCNC(=O)N1C(NC(=O)OC)=NC2=C1C=CC=C2,90,724,12,Inactive
DTXSID5023902,56-55-3,Benz(a)anthracene,C18H12,228.0939,228.294,C1=CC2=C(C=C1)C=C1C(C=CC3=C1C=CC=C3)=C2,157,653,24,Inactive
DTXSID5023877,90-04-0,2-Anisidine,C7H9NO,123.068414,123.155,COC1=CC=CC=C1N,13,583,2,Inactive
DTXSID5023950,55285-14-8,Carbosulfan,C20H32N2O3S,380.213364,380.55,CCCCN(CCCC)SN(C)C(=O)OC1=C2OC(C)(C)CC2=CC=C1,150,601,25,Inactive
DTXSID5023871,33089-61-1,Amitraz,C19H23N3,293.189198,293.414,CN(C=NC1=C(C)C=C(C)C=C1)C=NC1=C(C)C=C(C)C=C1,162,676,24,Inactive
DTXSID5024055,77-78-1,Dimethyl sulfate,C2H6O4S,125.99868,126.13,COS(=O)(=O)OC,7,607,1,Inactive
DTXSID5024057,124-40-3,Dimethylamine,C2H7N,45.057849,45.085,CNC,0,353,0,Inactive
DTXSID5024182,109-86-4,2-Methoxyethanol,C3H8O2,76.052429,76.095,COCCO,3,695,0,Inactive
DTXSID5024051,1445-75-6,Bis(1-methylethyl) methylphosphonate,C7H17O3P,180.091531,180.184,CC(C)OP(C)(=O)OC(C)C,14,598,2,Inactive
DTXSID5024059,119-93-7,"3,3'-Dimethylbenzidine",C14H16N2,212.131349,212.296,CC1=CC(=CC=C1N)C1=CC=C(N)C(C)=C1,85,631,13,Inactive
DTXSID5024134,319-86-8,delta-Hexachlorocyclohexane,C6H6Cl6,287.860066,290.81,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H](Cl)[C@@H]1Cl,74,313,24,Active
DTXSID5024211,15299-99-7,Napropamide,C17H21NO2,271.157229,271.36,CCN(CC)C(=O)C(C)OC1=C2C=CC=CC2=CC=C1,152,758,20,Inactive
DTXSID5024261,732-11-6,Phosmet,C11H12NO4PS2,316.994537,317.31,COP(=S)(OC)SCN1C(=O)C2=C(C=CC=C2)C1=O,59,660,9,Inactive
DTXSID5024263,7664-38-2,Phosphoric acid,H3O4P,97.976896,97.994,OP(O)(O)=O,3,353,1,Inactive
DTXSID5024344,2303-17-5,Tri-allate,C10H16Cl3NOS,303.001818,304.65,CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,156,750,21,Inactive
DTXSID5024346,615-54-3,"1,2,4-Tribromobenzene",C6H3Br3,311.778489,314.802,BrC1=CC(Br)=C(Br)C=C1,8,321,2,Inactive
DTXSID5024681,75-64-9,tert-Butylamine,C4H11N,73.089149,73.139,CC(C)(C)N,2,350,1,Inactive
DTXSID5024394,64-19-7,Acetic acid,C2H4O2,60.021129,60.052,CC(O)=O,16,574,3,Inactive
DTXSID5024687,98-29-3,4-tert-Butylcatechol,C10H14O2,166.09938,166.22,CC(C)(C)C1=CC(O)=C(O)C=C1,149,454,33,Inactive
DTXSID5024506,89-57-6,5-Aminosalicylic acid,C7H7NO3,153.042593,153.137,NC1=CC=C(O)C(=C1)C(O)=O,10,319,3,Inactive
DTXSID5024845,64-86-8,Colchicine,C22H25NO6,399.168188,399.443,COC1=CC2=C(C(OC)=C1OC)C1=CC=C(OC)C(=O)C=C1[C@H](CC2)NC(C)=O,216,678,32,Active
DTXSID5024891,69-74-9,Cytarabine hydrochloride,C9H14ClN3O5,279.062198,279.68,Cl.NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,90,651,14,Inactive
DTXSID5024922,124-09-4,"1,6-Hexanediamine",C6H16N2,116.131349,116.208,NCCCCCCN,3,352,1,Inactive
DTXSID5025021,84-61-7,Dicyclohexyl phthalate,C20H26O4,330.183109,330.424,O=C(OC1CCCCC1)C1=C(C=CC=C1)C(=O)OC1CCCCC1,165,487,34,Inactive
DTXSID5025023,77-73-6,Dicyclopentadiene,C10H12,132.0939,132.206,C1C=CC2C3CC(C=C3)C12,5,465,1,Inactive
DTXSID5025231,518-82-1,Emodin,C15H10O5,270.052823,270.24,CC1=CC(O)=C2C(=O)C3=C(O)C=C(O)C=C3C(=O)C2=C1,99,324,31,Inactive
DTXSID5025102,109-55-7,3-(Dimethylamino)propylamine,C5H14N2,102.115698,102.181,CN(C)CCCN,0,350,0,Inactive
DTXSID5025150,813-78-5,Dimethyl phosphate,C2H7O4P,126.008196,126.048,COP(O)(=O)OC,7,431,2,Inactive
DTXSID5025285,629-14-1,Ethylene glycol diethyl ether,C6H14O2,118.09938,118.176,CCOCCOCC,0,319,0,Inactive
DTXSID5025152,106-65-0,Dimethyl succinate,C6H10O4,146.057909,146.142,COC(=O)CCC(=O)OC,5,579,1,Inactive
DTXSID5025364,107-22-2,Glyoxal,C2H2O2,58.005479,58.036,O=CC=O,3,321,1,Inactive
DTXSID5025603,109-83-1,N-Methyl-N-hydroxyethylamine,C3H9NO,75.068414,75.111,CNCCO,0,316,0,Inactive
DTXSID5025607,93-15-2,"1,2-Dimethoxy-4-(2-propen-1-yl)benzene",C11H14O2,178.09938,178.231,COC1=CC=C(CC=C)C=C1OC,16,594,3,Inactive
DTXSID5025609,107-31-3,Methyl formate,C2H4O2,60.021129,60.052,COC=O,2,316,1,Inactive
DTXSID5025572,93-58-3,Methyl benzoate,C8H8O2,136.052429,136.15,COC(=O)C1=CC=CC=C1,5,321,2,Inactive
DTXSID5025578,16529-56-9,2-Methyl-3-butenenitrile,C5H7N,81.057849,81.118,CC(C=C)C#N,0,196,0,Inactive
DTXSID5025730,602-60-8,9-Nitroanthracene,C14H9NO2,223.063329,223.231,[O-][N+](=O)C1=C2C=CC=CC2=CC2=CC=CC=C12,22,319,7,Inactive
DTXSID5025861,133-18-6,Phenethyl anthranilate,C15H15NO2,241.110279,241.29,NC1=CC=CC=C1C(=O)OCCC1=CC=CC=C1,74,319,23,Inactive
DTXSID5025659,119-36-8,Methyl salicylate,C8H8O3,152.047344,152.149,COC(=O)C1=C(O)C=CC=C1,7,574,1,Inactive
DTXSID5025815,341-69-5,Orphenadrine hydrochloride,C18H24ClNO,305.154642,305.85,Cl.CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1C,17,319,5,Active
DTXSID5026251,603-35-0,Triphenylphosphine,C18H15P,262.091137,262.292,C1=CC=C(C=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,33,350,9,Inactive
DTXSID5026174,102-70-5,Triallylamine,C9H15N,137.120449,137.226,C=CCN(CC=C)CC=C,2,318,1,Inactive
DTXSID5026120,54827-17-7,"3,3',5,5'-Tetramethylbenzidine",C16H20N2,240.162649,240.35,CC1=CC(=CC(C)=C1N)C1=CC(C)=C(N)C(C)=C1,18,316,6,Active
DTXSID5026259,13674-84-5,Tris(2-chloroisopropyl)phosphate,C9H18Cl3O4P,326.000829,327.56,CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,20,513,4,Inactive
DTXSID5026178,2244-21-5,Potassium dichloroisocyanurate,C3Cl2KN3O3,234.895378,236.05,[K+].ClN1C(=O)[N-]C(=O)N(Cl)C1=O,0,345,0,Inactive
DTXSID5026122,110-18-9,"N,N,N',N'-Tetramethylethylenediamine",C6H16N2,116.131349,116.208,CN(C)CCN(C)C,0,318,0,Inactive
DTXSID5026461,78-82-0,2-Methylpropanenitrile,C4H7N,69.057849,69.107,CC(C)C#N,4,344,1,Inactive
DTXSID5026544,90-16-4,"1,2,3-Benzotriazin-4(1H)-one",C7H5N3O,147.043262,147.137,O=C1N=NNC2=C1C=CC=C2,1,323,0,Inactive
DTXSID5026548,90-72-2,"2,4,6-Tris(dimethylaminomethyl)phenol",C15H27N3O,265.215413,265.401,CN(C)CC1=CC(CN(C)C)=C(O)C(CN(C)C)=C1,1,347,0,Inactive
DTXSID5026623,98-52-2,4-tert-Butylcyclohexanol,C10H20O,156.151415,156.269,CC(C)(C)C1CCC(O)CC1,3,351,1,Inactive
DTXSID5026912,112-35-6,2-[2-(2-Methoxyethoxy)ethoxy]ethanol,C7H16O4,164.104859,164.201,COCCOCCOCCO,1,353,0,Inactive
DTXSID5026889,111-82-0,Methyl dodecanoate,C13H26O2,214.19328,214.349,CCCCCCCCCCCC(=O)OC,9,578,2,Inactive
DTXSID5026209,933-75-5,"2,3,6-Trichlorophenol",C6H3Cl3O,195.924948,197.44,OC1=C(Cl)C=CC(Cl)=C1Cl,10,316,3,Inactive
DTXSID5026914,112-41-4,1-Dodecene,C12H24,168.187801,168.324,CCCCCCCCCCC=C,1,319,0,Inactive
DTXSID5026706,104-66-5,"1,2-Diphenoxyethane",C14H14O2,214.09938,214.264,C(COC1=CC=CC=C1)OC1=CC=CC=C1,23,483,5,Inactive
DTXSID5026918,112-53-8,1-Dodecanol,C12H26O,186.198365,186.339,CCCCCCCCCCCCO,83,594,14,Inactive
DTXSID5027061,135-19-3,2-Naphthalenol,C10H8O,144.057515,144.173,OC1=CC2=C(C=CC=C2)C=C1,98,616,16,Active
DTXSID5027069,137-32-6,2-Methyl-1-butanol,C5H12O,88.088815,88.15,CCC(C)CO,12,322,4,Inactive
DTXSID5027140,307-35-7,Perfluorooctanesulfonyl fluoride,C8F18O2S,501.933157,502.12,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(F)(=O)=O,3,234,1,Inactive
DTXSID5027142,328-84-7,"1,2-Dichloro-4-(trifluoromethyl)benzene",C7H3Cl2F3,213.95639,215,FC(F)(F)C1=CC=C(Cl)C(Cl)=C1,1,350,0,Inactive
DTXSID5027198,550-44-7,N-Methylphthalimide,C9H7NO2,161.047678,161.16,CN1C(=O)C2=C(C=CC=C2)C1=O,1,356,0,Inactive
DTXSID5027279,638-38-0,Manganese(II) acetate,C4H6MnO4,172.964653,173.026,[Mn++].CC([O-])=O.CC([O-])=O,15,341,4,Inactive
DTXSID5027304,753-73-1,Dimethyltin dichloride,C2H6Cl2Sn,219.886858,219.68,C[Sn](C)(Cl)Cl,50,346,14,Inactive
DTXSID5027308,760-67-8,2-Ethylhexanoyl chloride,C8H15ClO,162.081143,162.66,CCCCC(CC)C(Cl)=O,0,321,0,Inactive
DTXSID5027433,1760-24-3,"N-[3-(Trimethoxysilyl)propyl]ethane-1,2-diamine",C8H22N2O3Si,222.139969,222.36,CO[Si](CCCNCCN)(OC)OC,7,344,2,Inactive
DTXSID5027356,1067-53-4,Tris(2-methoxyethoxy)vinylsilane,C11H24O6Si,280.134215,280.392,COCCO[Si](OCCOC)(OCCOC)C=C,7,348,2,Inactive
DTXSID5027302,719-32-4,"2,3,5,6-Tetrachlorobenzene-1,4-dicarbonyl dichloride",C8Cl6O2,337.802945,340.79,ClC(=O)C1=C(Cl)C(Cl)=C(C(Cl)=O)C(Cl)=C1Cl,6,425,1,Inactive
DTXSID5027489,2530-83-8,Trimethoxy[3-(oxiran-2-ylmethoxy)propyl]silane,C9H20O5Si,236.108,236.339,CO[Si](CCCOCC1CO1)(OC)OC,7,318,2,Inactive
DTXSID5027512,3033-62-3,Bis[2-(dimethylamino)ethyl]ether,C8H20N2O,160.157563,160.261,CN(C)CCOCCN(C)C,13,321,4,Inactive
DTXSID5027774,15708-41-5,Ethylenediaminetetraacetic acid ferric sodium salt,C10H12FeN2NaO8,366.984071,367.047,[Na+].[Fe+3].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O,5,352,1,Inactive
DTXSID5027803,19248-13-6,"N-Ethyl-N-(3-methylphenyl)ethane-1,2-diamine",C11H18N2,178.146999,178.279,CCN(CCN)C1=CC(C)=CC=C1,24,316,8,Inactive
DTXSID5027932,27323-41-7,Dodecylbenzene sulfonate triethanolamine(1:1),C24H45NO6S,475.296759,475.69,"OCCN(CCO)CCO.CCCCCCCCCCCC*.OS(=O)(=O)C1=CC=CC=C1 |c:27,29,t:25,lp:0:2,3:1,6:2,9:2,23:2,25:2,26:2,m:22:28.29.30|",175,674,26,Inactive
DTXSID5027518,3085-30-1,Aluminum n-butoxide,C12H27AlO3,246.177558,246.327,CCCCO[Al](OCCCC)OCCCC,2,320,1,Inactive
DTXSID5027770,15214-89-8,2-Acrylamido-2-methyl-1-propanesulfonic acid,C7H13NO4S,207.056529,207.24,CC(C)(CS(O)(=O)=O)NC(=O)C=C,22,353,6,Inactive
DTXSID5027805,19438-61-0,4-Methylphthalic anhydride,C9H6O3,162.031694,162.144,CC1=CC2=C(C=C1)C(=O)OC2=O,0,316,0,Inactive
DTXSID5029182,503-74-2,Isovaleric acid,C5H10O2,102.06808,102.133,CC(C)CC(O)=O,6,340,2,Inactive
DTXSID5028114,63133-74-4,2-(Ethyl(3-methylphenyl)amino)acetonitrile,C11H14N2,174.115698,174.247,CCN(CC#N)C1=CC(C)=CC=C1,3,316,1,Inactive
DTXSID5029217,1569-01-3,1-Propoxy-2-propanol,C6H14O2,118.09938,118.176,CCCOCC(C)O,4,350,1,Inactive
DTXSID5030030,375-73-5,Perfluorobutanesulfonic acid,C4HF9O3S,299.950269,300.09,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5,259,2,Inactive
DTXSID5029265,4433-79-8,"4'-Chloro-2',5'-dimethoxyacetoacetanilide",C12H14ClNO4,271.061136,271.7,COC1=CC(NC(=O)CC(C)=O)=C(OC)C=C1Cl,19,319,6,Inactive
DTXSID5032442,138261-41-3,Imidacloprid,C9H10ClN5O2,255.052302,255.66,[O-][N+](=O)\N=C1/NCCN1CC1=CN=C(Cl)C=C1,57,743,8,Inactive
DTXSID5032315,64359-81-5,"4,5-Dichloro-2-octyl-3(2H)-isothiazolone",C11H17Cl2NOS,281.040791,282.22,CCCCCCCCN1SC(Cl)=C(Cl)C1=O,153,366,42,Active
DTXSID5032365,1194-65-6,"2,6-Dichlorobenzonitrile",C7H3Cl2N,170.964255,172.01,ClC1=CC=CC(Cl)=C1C#N,14,672,2,Inactive
DTXSID5031133,131-16-8,Di-n-propylphthalate,C14H18O4,250.120509,250.294,CCCOC(=O)C1=C(C=CC=C1)C(=O)OCCC,20,428,5,Inactive
DTXSID5031131,131-18-0,Dipentyl phthalate,C18H26O4,306.183109,306.402,CCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCC,84,705,12,Inactive
DTXSID5032361,10222-01-2,"2,2-Dibromo-3-nitrilopropionamide",C3H2Br2N2O,239.853389,241.87,NC(=O)C(Br)(Br)C#N,22,599,4,Inactive
DTXSID5032525,149877-41-8,Bifenazate,C17H20N2O3,300.147393,300.358,COC1=C(NNC(=O)OC(C)C)C=C(C=C1)C1=CC=CC=C1,100,673,15,Inactive
DTXSID5032498,3380-34-5,Triclosan,C12H7Cl3O2,287.951163,289.54,OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,370,870,43,Inactive
DTXSID5032523,2634-33-5,"1,2-Benzisothiazolin-3-one",C7H5NOS,151.009185,151.18,O=C1NSC2=C1C=CC=C2,260,625,42,Active
DTXSID5032579,64700-56-7,Triclopyr 2-butoxyethyl ester,C13H16Cl3NO4,355.014491,356.62,CCCCOCCOC(=O)COC1=C(Cl)C=C(Cl)C(Cl)=N1,3,347,1,Inactive
DTXSID5032600,113136-77-9,Cyclanilide,C11H9Cl2NO3,272.995949,274.1,OC(=O)C1(CC1)C(=O)NC1=CC=C(Cl)C=C1Cl,140,688,20,Inactive
DTXSID5032573,96489-71-3,Pyridaben,C19H25ClN2OS,364.137612,364.93,CC(C)(C)N1N=CC(SCC2=CC=C(C=C2)C(C)(C)C)=C(Cl)C1=O,249,760,33,Inactive
DTXSID5032654,26644-46-2,"N,N'-Bis(1-formamido-2,2,2-trichloroethyl)piperazine",C10H14Cl6N4O2,431.924792,434.95,ClC(Cl)(Cl)C(NC=O)N1CCN(CC1)C(NC=O)C(Cl)(Cl)Cl,16,366,4,Active
DTXSID5032577,79538-32-2,Tefluthrin,C17H14ClF7O2,418.057054,418.74,CC1=C(F)C(F)=C(COC(=O)[C@H]2[C@@H](\C=C(/Cl)C(F)(F)F)C2(C)C)C(F)=C1F,88,692,13,Inactive
DTXSID5034357,103055-07-8,Lufenuron,C17H8Cl2F8N2O3,509.978423,511.15,FC(C(F)(F)F)C(F)(F)OC1=CC(Cl)=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C=C1Cl,32,347,9,Inactive
DTXSID5033836,104-40-5,4-Nonylphenol,C15H24O,220.182715,220.356,CCCCCCCCCC1=CC=C(O)C=C1,202,636,32,Inactive
DTXSID5034270,104098-48-8,Imazapic,C14H17N3O3,275.126991,275.308,CC(C)C1(C)NC(=NC1=O)C1=NC=C(C)C=C1C(O)=O,6,635,1,Inactive
DTXSID5034723,141112-29-0,Isoxaflutole,C15H12F3NO4S,359.043914,359.32,CS(=O)(=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C1=C(ON=C1)C1CC1,19,649,3,Inactive
DTXSID5034773,116714-46-6,Novaluron,C17H9ClF8N2O4,492.01231,492.71,FC(OC(F)(F)F)C(F)(F)OC1=C(Cl)C=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C=C1,22,651,3,Inactive
DTXSID5034303,81406-37-3,Fluroxypyr-meptyl,C15H21Cl2FN2O3,366.091326,367.24,CCCCCCC(C)OC(=O)COC1=NC(F)=C(Cl)C(N)=C1Cl,129,660,20,Inactive
DTXSID5035163,135-77-3,"1,2,4-Trimethoxybenzene",C9H12O3,168.078644,168.192,COC1=CC=C(OC)C(OC)=C1,1,316,0,Inactive
DTXSID5035957,68359-37-5,Cyfluthrin,C22H18Cl2FNO3,433.064777,434.29,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC=C(F)C(OC2=CC=CC=C2)=C1,122,794,15,Inactive
DTXSID5035589,68959-20-6,Didecylmethyl(3-(trimethoxysilyl)propyl)ammonium chloride,C27H60ClNO3Si,509.403099,510.32,[Cl-].CCCCCCCCCC[N+](C)(CCCCCCCCCC)CCC[Si](OC)(OC)OC,145,366,40,Inactive
DTXSID5035616,824-39-5,Sodium 2-nitrophenolate,C6H4NNaO3,161.008887,161.092,[Na+].[O-]C1=C(C=CC=C1)[N+]([O-])=O,2,352,1,Inactive
DTXSID50369896,754-96-1,"1H,1H,10H,10H-Perfluorodecane-1,10-diol",C10H6F16O2,462.01123,462.13,OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CO,103,252,41,Inactive
DTXSID5037028,57-09-0,Hexadecyltrimethylammonium bromide,C19H42BrN,363.250063,364.456,[Br-].CCCCCCCCCCCCCCCC[N+](C)(C)C,193,368,52,Active
DTXSID5037072,1069-66-5,Sodium valproate,C8H15NaO2,166.096974,166.196,[Na+].CCCC(CCC)C([O-])=O,16,381,4,Inactive
DTXSID5034981,4342-36-3,Tributyltin benzoate,C19H32O2Sn,412.142432,411.173,CCCC[Sn](CCCC)(CCCC)OC(=O)C1=CC=CC=C1,207,363,57,Inactive
DTXSID50375114,330562-41-9,"Perfluoro-3,6,9-trioxatridecanoic acid",C10HF19O5,561.952058,562.083,OC(=O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,162,259,63,Active
DTXSID50379359,239795-57-4,2-Vinylperfluorobutane,C6H3F9,246.009104,246.076,FC(F)(F)C(F)(F)C(F)(C=C)C(F)(F)F,0,100,0,Inactive
DTXSID50381992,883498-76-8,"Bis(1H,1H-perfluoropropyl)amine",C6H5F10N,281.026231,281.097,FC(F)(F)C(F)(F)CNCC(F)(F)C(F)(F)F,3,250,1,Inactive
DTXSID5037739,122-37-2,4-Anilinophenol,C12H11NO,185.084064,185.226,OC1=CC=C(NC2=CC=CC=C2)C=C1,109,444,25,Inactive
DTXSID5037498,2642-71-9,Azinphos-ethyl,C12H16N3O3PS2,345.037071,345.37,CCOP(=S)(OCC)SCN1N=NC2=CC=CC=C2C1=O,76,452,17,Inactive
DTXSID5037494,6190-65-4,Desethyl atrazine,C6H10ClN5,187.062473,187.63,CC(C)NC1=NC(Cl)=NC(N)=N1,3,362,1,Inactive
DTXSID5037523,962-58-3,Diazoxon,C12H21N2O4P,288.123894,288.284,CCOP(=O)(OCC)OC1=NC(=NC(C)=C1)C(C)C,25,694,4,Inactive
DTXSID5037731,3236-71-3,"4,4'-(9H-Fluorene-9,9-diyl)diphenol",C25H18O2,350.13068,350.417,OC1=CC=C(C=C1)C1(C2=C(C=CC=C2)C2=C1C=CC=C2)C1=CC=C(O)C=C1,265,437,61,Active
DTXSID50379930,355-47-5,"1H,1H-Perfluorononylamine",C9H4F17N,449.007228,449.111,NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0,231,0,Inactive
DTXSID5040704,130-15-4,"1,4-Naphthoquinone",C10H6O2,158.036779,158.156,O=C1C=CC(=O)C2=C1C=CC=C2,188,315,60,Inactive
DTXSID5038830,10094-34-5,"alpha,alpha-Dimethylphenethyl butyrate",C14H20O2,220.14633,220.312,CCCC(=O)OC(C)(C)CC1=CC=CC=C1,7,345,2,Inactive
DTXSID50382621,25600-66-2,7:3 Fluorotelomer alcohol,C10H7F15O,428.025737,428.141,OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,184,239,77,Inactive
DTXSID5038919,3634-83-1,"1,3-Bis(isocyanatomethyl)benzene",C10H8N2O2,188.058578,188.186,O=C=NCC1=CC(CN=C=O)=CC=C1,1,303,0,Inactive
DTXSID5039224,75-07-0,Acetaldehyde,C2H4O,44.026215,44.053,CC=O,136,318,43,Inactive
DTXSID5038888,2390-60-5,Basic Blue 7,C33H40ClN3,513.291076,514.15,[Cl-].CCNC1=CC=C(C(C2=CC=C(C=C2)N(CC)CC)=C2C=CC(C=C2)=[N+](CC)CC)C2=C1C=CC=C2,315,494,64,Active
DTXSID5040700,2996-92-1,Trimethoxyphenylsilane,C9H14O3Si,198.071221,198.293,CO[Si](OC)(OC)C1=CC=CC=C1,1,471,0,Inactive
DTXSID5041273,118-47-8,Pyrazolone T,C10H8N2O6S,284.010307,284.24,OC(=O)C1=NN(C(=O)C1)C1=CC=C(C=C1)S(O)(=O)=O,4,352,1,Inactive
DTXSID5041275,142-18-7,1-Monolaurin,C15H30O4,274.214409,274.401,CCCCCCCCCCCC(=O)OCC(O)CO,33,353,9,Inactive
DTXSID5041302,68169-03-9,(Dicyclopentadienyloxy)ethyl methacrylate,C16H22O3,262.156895,262.349,"CC(=C)C(=O)OCCO*.C1CC2CC1C1CC=CC21 |c:17,lp:4:2,5:2,8:2,m:9:11.10|",8,349,2,Inactive
DTXSID5040758,102121-60-8,AM580,C22H25NO3,351.183444,351.446,CC1(C)CCC(C)(C)C2=C1C=CC(=C2)C(=O)NC1=CC=C(C=C1)C(O)=O,92,319,29,Active
DTXSID5040706,3118-97-6,C.I. Solvent Orange 7,C18H16N2O,276.126263,276.339,CC1=CC=C(N=NC2=C(O)C=CC3=CC=CC=C23)C(C)=C1,52,305,17,Inactive
DTXSID5040708,33228-45-4,4-Hexylaniline,C12H19N,177.15175,177.291,CCCCCCC1=CC=C(N)C=C1,45,357,13,Active
DTXSID5041190,18031-40-8,(4S)-4-(1-Methylethenyl)-1-cyclohexene-1-carboxaldehyde,C10H14O,150.104465,150.221,CC(=C)[C@H]1CCC(C=O)=CC1,10,316,3,Inactive
DTXSID5041308,2642-82-2,"2,2-Bis(4-chlorophenyl)ethanol",C14H12Cl2O,266.02652,267.15,OCC(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,107,322,33,Inactive
DTXSID5041306,131-55-5,"2,2',4,4'-Tetrahydroxybenzophenone",C13H10O5,246.052823,246.218,OC1=CC(O)=C(C=C1)C(=O)C1=CC=C(O)C=C1O,141,726,19,Inactive
DTXSID5041514,21662-09-9,(4Z)-4-Decenal,C10H18O,154.135765,154.253,CCCCC\C=C/CCC=O,5,362,1,Inactive
DTXSID5041518,702-23-8,4-Methoxybenzeneethanol,C9H12O2,152.08373,152.193,COC1=CC=C(CCO)C=C1,2,316,1,Inactive
DTXSID5041439,84-54-8,2-Methylanthraquinone,C15H10O2,222.06808,222.243,CC1=CC2=C(C=C1)C(=O)C1=CC=CC=C1C2=O,27,316,9,Inactive
DTXSID5041487,20780-48-7,"3,7-Dimethyloctan-3-yl acetate",C12H24O2,200.17763,200.322,CCC(C)(CCCC(C)C)OC(C)=O,2,346,1,Inactive
DTXSID5041641,609-54-1,"2,5-Dimethylbenzenesulfonic acid",C8H10O3S,186.035065,186.23,CC1=CC=C(C)C(=C1)S(O)(=O)=O,3,347,1,Inactive
DTXSID5041437,77-49-6,"2-Methyl-2-nitro-1,3-propanediol",C4H9NO4,135.053158,135.119,CC(CO)(CO)[N+]([O-])=O,1,321,0,Inactive
DTXSID5041643,1008-72-6,Sodium 2-formylbenzenesulfonate,C7H5NaO4S,207.980624,208.16,[Na+].[O-]S(=O)(=O)C1=CC=CC=C1C=O,4,359,1,Inactive
DTXSID5041356,10433-59-7,"2,4-DB-sodium",C10H9Cl2NaO3,269.982644,271.07,[Na+].[O-]C(=O)CCCOC1=CC=C(Cl)C=C1Cl,4,316,1,Inactive
DTXSID5041512,140-38-5,4-Chlorophenylurea,C7H7ClN2O,170.024691,170.6,NC(=O)NC1=CC=C(Cl)C=C1,2,360,1,Inactive
DTXSID5041431,4812-20-8,2-Isopropoxyphenol,C9H12O2,152.08373,152.193,CC(C)OC1=C(O)C=CC=C1,6,427,1,Inactive
DTXSID5041560,301-00-8,Methyl linolenate,C19H32O2,292.24023,292.463,CC\C=C/C\C=C/C\C=C/CCCCCCCC(=O)OC,164,310,53,Inactive
DTXSID5041691,35256-85-0,Butam,C15H23NO,233.177964,233.355,CC(C)N(CC1=CC=CC=C1)C(=O)C(C)(C)C,34,595,6,Inactive
DTXSID5041699,3766-60-7,Buturon,C12H13ClN2O,236.071641,236.7,CC(C#C)N(C)C(=O)NC1=CC=C(Cl)C=C1,14,316,4,Inactive
DTXSID5041728,2870-32-8,C.I. Direct Yellow 12,C30H26N4Na2O8S2,680.098745,680.66,[Na+].[Na+].CCOC1=CC=C(C=C1)N=NC1=CC=C(C=CC2=CC=C(C=C2S([O-])(=O)=O)N=NC2=CC=C(OCC)C=C2)C(=C1)S([O-])(=O)=O,48,366,13,Inactive
