DTXSID,CASRN,PREFERRED.NAME,MOLECULAR_FORMULA,MONOISOTOPIC.MASS,AVERAGE_MASS,SMILES,ToxCast.Active,ToxCast.Total,X..ToxCast.Active,HIT.CALL,C,H,N,O,S
DTXSID5026623,98-52-2,4-tert-Butylcyclohexanol,C10H20O,156.151415,156.269,CC(C)(C)C1CCC(O)CC1,3,351,1,Inactive,10,20,0,1,0
DTXSID5026912,112-35-6,2-[2-(2-Methoxyethoxy)ethoxy]ethanol,C7H16O4,164.104859,164.201,COCCOCCOCCO,1,353,0,Inactive,7,16,0,4,0
DTXSID5026889,111-82-0,Methyl dodecanoate,C13H26O2,214.19328,214.349,CCCCCCCCCCCC(=O)OC,9,578,2,Inactive,13,26,0,2,0
DTXSID5026914,112-41-4,1-Dodecene,C12H24,168.187801,168.324,CCCCCCCCCCC=C,1,319,0,Inactive,12,24,0,0,0
DTXSID5026706,104-66-5,"1,2-Diphenoxyethane",C14H14O2,214.09938,214.264,C(COC1=CC=CC=C1)OC1=CC=CC=C1,23,483,5,Inactive,14,14,0,2,0
DTXSID5026918,112-53-8,1-Dodecanol,C12H26O,186.198365,186.339,CCCCCCCCCCCCO,83,594,14,Inactive,12,26,0,1,0
DTXSID5027061,135-19-3,2-Naphthalenol,C10H8O,144.057515,144.173,OC1=CC2=C(C=CC=C2)C=C1,98,616,16,Active,10,8,0,1,0
DTXSID5027069,137-32-6,2-Methyl-1-butanol,C5H12O,88.088815,88.15,CCC(C)CO,12,322,4,Inactive,5,12,0,1,0
DTXSID5027198,550-44-7,N-Methylphthalimide,C9H7NO2,161.047678,161.16,CN1C(=O)C2=C(C=CC=C2)C1=O,1,356,0,Inactive,9,7,1,2,0
DTXSID5027512,3033-62-3,Bis[2-(dimethylamino)ethyl]ether,C8H20N2O,160.157563,160.261,CN(C)CCOCCN(C)C,13,321,4,Inactive,8,20,2,1,0
DTXSID5027803,19248-13-6,"N-Ethyl-N-(3-methylphenyl)ethane-1,2-diamine",C11H18N2,178.146999,178.279,CCN(CCN)C1=CC(C)=CC=C1,24,316,8,Inactive,11,18,2,0,0
DTXSID5027932,27323-41-7,Dodecylbenzene sulfonate triethanolamine(1:1),C24H45NO6S,475.296759,475.69,"OCCN(CCO)CCO.CCCCCCCCCCCC*.OS(=O)(=O)C1=CC=CC=C1 |c:27,29,t:25,lp:0:2,3:1,6:2,9:2,23:2,25:2,26:2,m:22:28.29.30|",175,674,26,Inactive,24,45,1,6,1
DTXSID5027770,15214-89-8,2-Acrylamido-2-methyl-1-propanesulfonic acid,C7H13NO4S,207.056529,207.24,CC(C)(CS(O)(=O)=O)NC(=O)C=C,22,353,6,Inactive,7,13,1,4,1
DTXSID5027805,19438-61-0,4-Methylphthalic anhydride,C9H6O3,162.031694,162.144,CC1=CC2=C(C=C1)C(=O)OC2=O,0,316,0,Inactive,9,6,0,3,0
DTXSID5029182,503-74-2,Isovaleric acid,C5H10O2,102.06808,102.133,CC(C)CC(O)=O,6,340,2,Inactive,5,10,0,2,0
DTXSID5028114,63133-74-4,2-(Ethyl(3-methylphenyl)amino)acetonitrile,C11H14N2,174.115698,174.247,CCN(CC#N)C1=CC(C)=CC=C1,3,316,1,Inactive,11,14,2,0,0
DTXSID5029217,1569-01-3,1-Propoxy-2-propanol,C6H14O2,118.09938,118.176,CCCOCC(C)O,4,350,1,Inactive,6,14,0,2,0
DTXSID5031133,131-16-8,Di-n-propylphthalate,C14H18O4,250.120509,250.294,CCCOC(=O)C1=C(C=CC=C1)C(=O)OCCC,20,428,5,Inactive,14,18,0,4,0
DTXSID5031131,131-18-0,Dipentyl phthalate,C18H26O4,306.183109,306.402,CCCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCCC,84,705,12,Inactive,18,26,0,4,0
DTXSID5032525,149877-41-8,Bifenazate,C17H20N2O3,300.147393,300.358,COC1=C(NNC(=O)OC(C)C)C=C(C=C1)C1=CC=CC=C1,100,673,15,Inactive,17,20,2,3,0
DTXSID5032523,2634-33-5,"1,2-Benzisothiazolin-3-one",C7H5NOS,151.009185,151.18,O=C1NSC2=C1C=CC=C2,260,625,42,Active,7,5,1,1,1
DTXSID5033836,104-40-5,4-Nonylphenol,C15H24O,220.182715,220.356,CCCCCCCCCC1=CC=C(O)C=C1,202,636,32,Inactive,15,24,0,1,0
DTXSID5034270,104098-48-8,Imazapic,C14H17N3O3,275.126991,275.308,CC(C)C1(C)NC(=NC1=O)C1=NC=C(C)C=C1C(O)=O,6,635,1,Inactive,14,17,3,3,0
DTXSID5035163,135-77-3,"1,2,4-Trimethoxybenzene",C9H12O3,168.078644,168.192,COC1=CC=C(OC)C(OC)=C1,1,316,0,Inactive,9,12,0,3,0
DTXSID5037739,122-37-2,4-Anilinophenol,C12H11NO,185.084064,185.226,OC1=CC=C(NC2=CC=CC=C2)C=C1,109,444,25,Inactive,12,11,1,1,0
DTXSID5037731,3236-71-3,"4,4'-(9H-Fluorene-9,9-diyl)diphenol",C25H18O2,350.13068,350.417,OC1=CC=C(C=C1)C1(C2=C(C=CC=C2)C2=C1C=CC=C2)C1=CC=C(O)C=C1,265,437,61,Active,25,18,0,2,0
DTXSID5040704,130-15-4,"1,4-Naphthoquinone",C10H6O2,158.036779,158.156,O=C1C=CC(=O)C2=C1C=CC=C2,188,315,60,Inactive,10,6,0,2,0
DTXSID5038830,10094-34-5,"alpha,alpha-Dimethylphenethyl butyrate",C14H20O2,220.14633,220.312,CCCC(=O)OC(C)(C)CC1=CC=CC=C1,7,345,2,Inactive,14,20,0,2,0
DTXSID5038919,3634-83-1,"1,3-Bis(isocyanatomethyl)benzene",C10H8N2O2,188.058578,188.186,O=C=NCC1=CC(CN=C=O)=CC=C1,1,303,0,Inactive,10,8,2,2,0
DTXSID5039224,75-07-0,Acetaldehyde,C2H4O,44.026215,44.053,CC=O,136,318,43,Inactive,2,4,0,1,0
DTXSID5041273,118-47-8,Pyrazolone T,C10H8N2O6S,284.010307,284.24,OC(=O)C1=NN(C(=O)C1)C1=CC=C(C=C1)S(O)(=O)=O,4,352,1,Inactive,10,8,2,6,1
DTXSID5041275,142-18-7,1-Monolaurin,C15H30O4,274.214409,274.401,CCCCCCCCCCCC(=O)OCC(O)CO,33,353,9,Inactive,15,30,0,4,0
DTXSID5041302,68169-03-9,(Dicyclopentadienyloxy)ethyl methacrylate,C16H22O3,262.156895,262.349,"CC(=C)C(=O)OCCO*.C1CC2CC1C1CC=CC21 |c:17,lp:4:2,5:2,8:2,m:9:11.10|",8,349,2,Inactive,16,22,0,3,0
DTXSID5040758,102121-60-8,AM580,C22H25NO3,351.183444,351.446,CC1(C)CCC(C)(C)C2=C1C=CC(=C2)C(=O)NC1=CC=C(C=C1)C(O)=O,92,319,29,Active,22,25,1,3,0
DTXSID5040706,3118-97-6,C.I. Solvent Orange 7,C18H16N2O,276.126263,276.339,CC1=CC=C(N=NC2=C(O)C=CC3=CC=CC=C23)C(C)=C1,52,305,17,Inactive,18,16,2,1,0
DTXSID5040708,33228-45-4,4-Hexylaniline,C12H19N,177.15175,177.291,CCCCCCC1=CC=C(N)C=C1,45,357,13,Active,12,19,1,0,0
DTXSID5041190,18031-40-8,(4S)-4-(1-Methylethenyl)-1-cyclohexene-1-carboxaldehyde,C10H14O,150.104465,150.221,CC(=C)[C@H]1CCC(C=O)=CC1,10,316,3,Inactive,10,14,0,1,0
DTXSID5041306,131-55-5,"2,2',4,4'-Tetrahydroxybenzophenone",C13H10O5,246.052823,246.218,OC1=CC(O)=C(C=C1)C(=O)C1=CC=C(O)C=C1O,141,726,19,Inactive,13,10,0,5,0
DTXSID5041514,21662-09-9,(4Z)-4-Decenal,C10H18O,154.135765,154.253,CCCCC\C=C/CCC=O,5,362,1,Inactive,10,18,0,1,0
DTXSID5041518,702-23-8,4-Methoxybenzeneethanol,C9H12O2,152.08373,152.193,COC1=CC=C(CCO)C=C1,2,316,1,Inactive,9,12,0,2,0
DTXSID5041439,84-54-8,2-Methylanthraquinone,C15H10O2,222.06808,222.243,CC1=CC2=C(C=C1)C(=O)C1=CC=CC=C1C2=O,27,316,9,Inactive,15,10,0,2,0
DTXSID5041487,20780-48-7,"3,7-Dimethyloctan-3-yl acetate",C12H24O2,200.17763,200.322,CCC(C)(CCCC(C)C)OC(C)=O,2,346,1,Inactive,12,24,0,2,0
DTXSID5041641,609-54-1,"2,5-Dimethylbenzenesulfonic acid",C8H10O3S,186.035065,186.23,CC1=CC=C(C)C(=C1)S(O)(=O)=O,3,347,1,Inactive,8,10,0,3,1
DTXSID5041437,77-49-6,"2-Methyl-2-nitro-1,3-propanediol",C4H9NO4,135.053158,135.119,CC(CO)(CO)[N+]([O-])=O,1,321,0,Inactive,4,9,1,4,0
DTXSID5041431,4812-20-8,2-Isopropoxyphenol,C9H12O2,152.08373,152.193,CC(C)OC1=C(O)C=CC=C1,6,427,1,Inactive,9,12,0,2,0
DTXSID5041560,301-00-8,Methyl linolenate,C19H32O2,292.24023,292.463,CC\C=C/C\C=C/C\C=C/CCCCCCCC(=O)OC,164,310,53,Inactive,19,32,0,2,0
DTXSID5041691,35256-85-0,Butam,C15H23NO,233.177964,233.355,CC(C)N(CC1=CC=CC=C1)C(=O)C(C)(C)C,34,595,6,Inactive,15,23,1,1,0
DTXSID5041809,100-88-9,Cyclamic acid,C6H13NO3S,179.061614,179.23,OS(=O)(=O)NC1CCCCC1,2,318,1,Inactive,6,13,1,3,1
DTXSID5042299,99-89-8,4-Isopropylphenol,C9H12O,136.088815,136.194,CC(C)C1=CC=C(O)C=C1,15,353,4,Inactive,9,12,0,1,0
DTXSID5042243,110-25-8,Oleyl sarcosine,C21H39NO3,353.292994,353.547,CCCCCCCC\C=C/CCCCCCCC(=O)N(C)CC(O)=O,97,375,26,Inactive,21,39,1,3,0
DTXSID5042083,58769-20-3,Kadethrin,C23H24O4S,396.13953,396.5,CC1(C)[C@H](\C=C2/CCSC2=O)[C@@H]1C(=O)OCC1=COC(CC2=CC=CC=C2)=C1,60,316,19,Inactive,23,24,0,4,1
DTXSID5044154,1656-48-0,"2,2'-Dicyanodiethyl ether",C6H8N2O,124.063663,124.143,N#CCCOCCC#N,2,195,1,Inactive,6,8,2,1,0
DTXSID5044233,23128-74-7,Antioxidant 1098,C40H64N2O4,636.486609,636.962,CC(C)(C)C1=CC(CCC(=O)NCCCCCCNC(=O)CCC2=CC(=C(O)C(=C2)C(C)(C)C)C(C)(C)C)=CC(=C1O)C(C)(C)C,23,315,7,Inactive,40,64,2,4,0
DTXSID5044360,106-21-8,"3,7-Dimethyloctan-1-ol",C10H22O,158.167065,158.285,CC(C)CCCC(C)CCO,63,428,15,Inactive,10,22,0,1,0
DTXSID5044316,6192-52-5,4-Methylbenzenesulfonic acid hydrate,C7H10O4S,190.02998,190.21,O.CC1=CC=C(C=C1)S(O)(=O)=O,0,318,0,Inactive,7,10,0,4,1
DTXSID5044362,108-55-4,Glutaric anhydride,C5H6O3,114.031694,114.1,O=C1CCCC(=O)O1,2,321,1,Inactive,5,6,0,3,0
DTXSID5044495,5471-51-2,4-(4-Hydroxyphenyl)butan-2-one,C10H12O2,164.08373,164.204,CC(=O)CCC1=CC=C(O)C=C1,1,323,0,Inactive,10,12,0,2,0
DTXSID5044522,1187-03-7,Tetraethylurea,C9H20N2O,172.157563,172.272,CCN(CC)C(=O)N(CC)CC,2,426,0,Inactive,9,20,2,1,0
DTXSID5044447,591-31-1,3-Methoxybenzaldehyde,C8H8O2,136.052429,136.15,COC1=CC=CC(C=O)=C1,1,322,0,Inactive,8,8,0,2,0
DTXSID5044574,68039-49-6,"2,4-Dimethyl-3-cyclohexene-1-carboxaldehyde",C9H14O,138.104465,138.21,CC1C=C(C)CCC1C=O,5,318,2,Inactive,9,14,0,1,0
DTXSID5044526,122-82-7,N-(4-Ethoxyphenyl)-3-oxobutanamide,C12H15NO3,221.105193,221.256,CCOC1=CC=C(NC(=O)CC(C)=O)C=C1,6,322,2,Inactive,12,15,1,3,0
DTXSID5044528,125-13-3,Oxyphenisatin,C20H15NO3,317.105193,317.344,OC1=CC=C(C=C1)C1(C(=O)NC2=CC=CC=C12)C1=CC=C(O)C=C1,97,319,30,Active,20,15,1,3,0
DTXSID5044576,77-89-4,"Citric acid, triethyl ester, acetate",C14H22O8,318.131468,318.322,CCOC(=O)CC(CC(=O)OCC)(OC(C)=O)C(=O)OCC,10,575,2,Inactive,14,22,0,8,0
DTXSID5044607,17696-61-6,sec-Butylparaben,C11H14O3,194.094294,194.23,CCC(C)OC(=O)C1=CC=C(O)C=C1,44,319,14,Inactive,11,14,0,3,0
DTXSID5044815,2917-73-9,Dibutyl azelate,C17H32O4,300.23006,300.439,CCCCOC(=O)CCCCCCCC(=O)OCCCC,4,462,1,Inactive,17,32,0,4,0
DTXSID5044605,17354-14-2,"1,4-Bis(butylamino)anthracene-9,10-dione",C22H26N2O2,350.199428,350.462,CCCCNC1=CC=C(NCCCC)C2=C1C(=O)C1=C(C=CC=C1)C2=O,16,311,5,Inactive,22,26,2,2,0
DTXSID5044863,18835-02-4,Ethyl 3-acetyl-4-oxopentanoate,C9H14O4,186.089209,186.207,CCOC(=O)CC(C(C)=O)C(C)=O,0,316,0,Inactive,9,14,0,4,0
DTXSID5044817,3407-42-9,Isobornyl cyclohexanol,C16H28O,236.214016,236.399,CC1C2CC(CC2C2CCCC(O)C2)C1(C)C,77,321,24,Inactive,16,28,0,1,0
DTXSID5044865,18924-66-8,"2,2'-(Tetradecylimino)diethanol",C18H39NO2,301.298079,301.515,CCCCCCCCCCCCCCN(CCO)CCO,149,368,40,Inactive,18,39,1,2,0
DTXSID5044869,2057-49-0,4-(3-Phenylpropyl)pyridine,C14H15N,197.120449,197.281,C(CC1=CC=CC=C1)CC1=CC=NC=C1,37,316,12,Inactive,14,15,1,0,0
DTXSID5044992,79-74-3,"2,5-Bis(2-methylbutan-2-yl)benzene-1,4-diol",C16H26O2,250.19328,250.382,CCC(C)(C)C1=CC(O)=C(C=C1O)C(C)(C)CC,106,321,33,Active,16,26,0,2,0
DTXSID5044994,84-51-5,2-Ethylanthraquinone,C16H12O2,236.08373,236.27,CCC1=CC2=C(C=C1)C(=O)C1=C(C=CC=C1)C2=O,23,318,7,Active,16,12,0,2,0
DTXSID5044786,119313-12-1,2-Benzyl-2-(dimethylamino)-1-[4-(morpholin-4-yl)phenyl]butan-1-one,C23H30N2O2,366.230728,366.505,CCC(CC1=CC=CC=C1)(N(C)C)C(=O)C1=CC=C(C=C1)N1CCOCC1,57,321,18,Inactive,23,30,2,2,0
DTXSID5044788,120-18-3,Naphthalene-2-sulfonic acid,C10H8O3S,208.019415,208.23,OS(=O)(=O)C1=CC2=C(C=CC=C2)C=C1,13,348,4,Inactive,10,8,0,3,1
DTXSID5044784,1189-08-8,1-Methyltrimethylene dimethacrylate,C12H18O4,226.120509,226.272,CC(CCOC(=O)C(C)=C)OC(=O)C(C)=C,5,347,1,Inactive,12,18,0,4,0
DTXSID5044996,873-94-9,"3,3,5-Trimethylcyclohexanone",C9H16O,140.120115,140.226,CC1CC(=O)CC(C)(C)C1,0,318,0,Inactive,9,16,0,1,0
DTXSID5047081,1728-46-7,2-tert-Butylcyclohexanone,C10H18O,154.135765,154.253,CC(C)(C)C1CCCCC1=O,4,318,1,Inactive,10,18,0,1,0
DTXSID5047031,620-40-6,Tribenzylamine,C21H21N,287.1674,287.406,C(N(CC1=CC=CC=C1)CC1=CC=CC=C1)C1=CC=CC=C1,20,318,6,Inactive,21,21,1,0,0
DTXSID5047033,17465-86-0,gamma-Cyclodextrin,C48H80O40,1296.422587,1297.128,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@@H]9[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]9O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,2,349,1,Inactive,48,80,0,40,0
DTXSID5047160,1118-27-0,Linalyl isovalerate,C15H26O2,238.19328,238.371,CC(C)CC(=O)OC(C)(CCC=C(C)C)C=C,13,321,4,Inactive,15,26,0,2,0
DTXSID5047116,89-79-2,(-)-Isopulegol,C10H18O,154.135765,154.253,C[C@@H]1CC[C@H]([C@H](O)C1)C(C)=C,1,321,0,Inactive,10,18,0,1,0
DTXSID5047087,606-45-1,Methyl 2-methoxybenzoate,C9H10O3,166.062994,166.176,COC(=O)C1=C(OC)C=CC=C1,1,318,0,Inactive,9,10,0,3,0
DTXSID5047166,104-20-1,4-(4-Methoxyphenyl)-2-butanone,C11H14O2,178.09938,178.231,COC1=CC=C(CCC(C)=O)C=C1,0,318,0,Inactive,11,14,0,2,0
DTXSID5047083,623-42-7,Methyl butyrate,C5H10O2,102.06808,102.133,CCCC(=O)OC,0,316,0,Inactive,5,10,0,2,0
DTXSID5047164,698-76-0,delta-Octanolactone,C8H14O2,142.09938,142.198,CCCC1CCCC(=O)O1,4,318,1,Inactive,8,14,0,2,0
DTXSID5047291,NOCAS_47291,CI-1044,C23H19N5O2,397.153875,397.438,NC1=CC2=C3N(CCC3=C1)C(=O)[C@H](NC(=O)C1=CC=CN=C1)N=C2C1=CC=CC=C1,45,601,7,Inactive,23,19,5,2,0
DTXSID5047299,NOCAS_47299,CP-422935,C26H38N2O4S,474.255229,474.66,CS(O)(=O)=O.CCOC1=CC=CC(=C1)[C@]1(CC[C@H](C)CC1)N1CCN(CC1)C1=CC=CC=C1,15,600,3,Inactive,26,38,2,4,1
DTXSID5047611,105-21-5,gamma-Heptalactone,C7H12O2,128.08373,128.171,CCCC1CCC(=O)O1,1,349,0,Inactive,7,12,0,2,0
DTXSID5047617,1076-56-8,2-Isopropyl-5-methylanisole,C11H16O,164.120115,164.248,COC1=CC(C)=CC=C1C(C)C,1,318,0,Inactive,11,16,0,1,0
DTXSID5047538,6624-73-3,"Pentane-1,5-diyl dibenzoate",C19H20O4,312.136159,312.365,O=C(OCCCCCOC(=O)C1=CC=CC=C1)C1=CC=CC=C1,82,623,13,Inactive,19,20,0,4,0
DTXSID5047582,2445-76-3,Hexyl propanoate,C9H18O2,158.13068,158.241,CCCCCCOC(=O)CC,1,318,0,Inactive,9,18,0,2,0
DTXSID5047584,6290-37-5,2-Phenylethyl hexanoate,C14H20O2,220.14633,220.312,CCCCCC(=O)OCCC1=CC=CC=C1,2,318,1,Inactive,14,20,0,2,0
DTXSID5047374,477706-73-3,SSR161421,C25H20N4O2,408.158626,408.461,COC1=CC=C(C=C1)C(=O)NC1=NC2=C(C=CC=C2)C(NCC2=CC=CC=C2)=C1C#N,150,586,26,Inactive,25,20,4,2,0
DTXSID5047405,141-16-2,Citronellyl butyrate,C14H26O2,226.19328,226.36,CCCC(=O)OCCC(C)CCC=C(C)C,9,318,3,Inactive,14,26,0,2,0
DTXSID5047667,22629-49-8,2-Tridecenenitrile,C13H23N,193.18305,193.334,CCCCCCCCCCC=CC#N,11,318,3,Inactive,13,23,1,0,0
DTXSID5047879,117-99-7,2-Hydroxybenzophenone,C13H10O2,198.06808,198.221,OC1=CC=CC=C1C(=O)C1=CC=CC=C1,29,344,8,Inactive,13,10,0,2,0
DTXSID5048180,2696-84-6,4-Propylaniline,C9H13N,135.104799,135.21,CCCC1=CC=C(N)C=C1,4,347,1,Inactive,9,13,1,0,0
DTXSID5048184,2919-66-6,Melengestrol acetate,C25H32O4,396.23006,396.527,CC(=O)O[C@]1(C(C)=O)C(=C)C[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,78,394,20,Inactive,25,32,0,4,0
DTXSID5048211,94-08-6,Ethyl 4-methylbenzoate,C10H12O2,164.08373,164.204,CCOC(=O)C1=CC=C(C)C=C1,2,346,1,Inactive,10,12,0,2,0
DTXSID5048182,712-50-5,Cyclohexylphenylketone,C13H16O,188.120115,188.27,O=C(C1CCCCC1)C1=CC=CC=C1,24,597,4,Inactive,13,16,0,1,0
DTXSID5048188,106-45-6,4-Thiocresol,C7H8S,124.034671,124.2,CC1=CC=C(S)C=C1,26,346,8,Active,7,8,0,0,1
DTXSID5049075,192939-46-1,Ximelagatran,C24H35N5O5,473.263819,473.574,CCOC(=O)CN[C@H](C1CCCCC1)C(=O)N1CC[C@H]1C(=O)NCC1=CC=C(C=C1)C(\N)=N\O,4,272,1,Inactive,24,35,5,5,0
DTXSID5051575,111-34-2,Butyl vinyl ether,C6H12O,100.088815,100.161,CCCCOC=C,2,209,1,Inactive,6,12,0,1,0
DTXSID5051650,13080-86-9,"4,4'-(Isopropylidenebis(4,1-phenyleneoxy))dianiline",C27H26N2O2,410.199428,410.517,CC(C)(C1=CC=C(OC2=CC=C(N)C=C2)C=C1)C1=CC=C(OC2=CC=C(N)C=C2)C=C1,59,210,28,Inactive,27,26,2,2,0
DTXSID5051999,31482-56-1,C.I. Disperse Orange 25,C17H17N5O2,323.138225,323.356,CCN(CCC#N)C1=CC=C(C=C1)N=NC1=CC=C(C=C1)[N+]([O-])=O,5,198,3,Inactive,17,17,5,2,0
DTXSID5052250,5888-33-5,Isobornyl acrylate,C13H20O2,208.14633,208.301,CC1(C)[C@H]2CC[C@]1(C)[C@H](C2)OC(=O)C=C,17,196,9,Inactive,13,20,0,2,0
DTXSID5052254,591-22-0,"3,5-Dimethylpyridine",C7H9N,107.073499,107.156,CC1=CC(C)=CN=C1,5,203,2,Inactive,7,9,1,0,0
DTXSID5052597,87-91-2,Diethyl L-tartrate,C8H14O6,206.079038,206.194,CCOC(=O)[C@H](O)[C@@H](O)C(=O)OCC,3,194,2,Inactive,8,14,0,6,0
DTXSID5051444,1571-75-1,"4,4'-(1-Phenylethylidene)bisphenol",C20H18O2,290.13068,290.362,CC(C1=CC=CC=C1)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,71,192,37,Active,20,18,0,2,0
DTXSID5051446,329-89-5,6-aminopyridine-3-carboxamide,C6H7N3O,137.058912,137.142,NC(=O)C1=CN=C(N)C=C1,47,234,20,Inactive,6,7,3,1,0
DTXSID5052620,93-02-7,"2,5-Dimethoxybenzaldehyde",C9H10O3,166.062994,166.176,COC1=CC=C(OC)C(C=O)=C1,9,196,5,Inactive,9,10,0,3,0
DTXSID5052460,716-79-0,2-Phenylbenzimidazole,C13H10N2,194.084398,194.237,N1C2=CC=CC=C2N=C1C1=CC=CC=C1,23,199,12,Inactive,13,10,2,0,0
DTXSID5052591,87-13-8,Diethyl ethoxymethylenemalonate,C10H16O5,216.099774,216.233,CCOC=C(C(=O)OCC)C(=O)OCC,1,195,1,Inactive,10,16,0,5,0
DTXSID5052672,10482-56-1,(L)-alpha-Terpineol,C10H18O,154.135765,154.253,CC1=CC[C@H](CC1)C(C)(C)O,1,194,1,Inactive,10,18,0,1,0
DTXSID5051529,104-72-3,n-Decylbenzene,C16H26,218.203451,218.384,CCCCCCCCCCC1=CC=CC=C1,3,196,2,Inactive,16,26,0,0,0
DTXSID5052125,487-68-3,"2,4,6-Trimethylbenzaldehyde",C10H12O,148.088815,148.205,CC1=CC(C)=C(C=O)C(C)=C1,7,198,4,Inactive,10,12,0,1,0
DTXSID5052884,90325-47-6,"1,2,3-Hexanetriol",C6H14O3,134.094294,134.175,CCCC(O)C(O)CO,1,195,1,Inactive,6,14,0,3,0
DTXSID5057888,141396-28-3,Argatroban monohydrate,C23H38N6O6S,526.257354,526.65,O.C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)C1=CC=CC2=C1NC[C@H](C)C2,4,194,2,Inactive,23,38,6,6,1
DTXSID6020014,520-45-6,Dehydroacetic acid,C8H8O4,168.042259,168.148,CC(=O)C1C(=O)OC(C)=CC1=O,1,352,0,Inactive,8,8,0,4,0
DTXSID6020062,99-57-0,2-Amino-4-nitrophenol,C6H6N2O3,154.037842,154.125,NC1=C(O)C=CC(=C1)[N+]([O-])=O,54,436,12,Inactive,6,6,2,3,0
DTXSID6020064,119-34-6,4-Amino-2-nitrophenol,C6H6N2O3,154.037842,154.125,NC1=CC(=C(O)C=C1)[N+]([O-])=O,24,321,7,Inactive,6,6,2,3,0
DTXSID6020066,121-66-4,"2-Amino-5-nitro-1,3-thiazole",C3H3N3O2S,144.994598,145.14,NC1=NC=C(S1)[N+]([O-])=O,27,437,6,Inactive,3,3,3,2,1
DTXSID6020141,271-89-6,"2,3-Benzofuran",C8H6O,118.041865,118.135,O1C=CC2=C1C=CC=C2,3,595,1,Inactive,8,6,0,1,0
DTXSID6020068,117-79-3,2-Aminoanthraquinone,C14H9NO2,223.063329,223.231,NC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1,109,640,17,Inactive,14,9,1,2,0
DTXSID6020222,592-31-4,N-Butylurea,C5H12N2O,116.094963,116.164,CCCCNC(N)=O,5,316,2,Inactive,5,12,2,1,0
DTXSID6020143,65-85-0,Benzoic acid,C7H6O2,122.036779,122.123,OC(=O)C1=CC=CC=C1,5,601,1,Inactive,7,6,0,2,0
DTXSID6020147,95-14-7,"1,2,3-Benzotriazole",C6H5N3,119.048347,119.127,N1N=NC2=C1C=CC=C2,7,597,1,Inactive,6,5,3,0,0
DTXSID6020220,1948-33-0,tert-Butylhydroquinone,C10H14O2,166.09938,166.22,CC(C)(C)C1=CC(O)=CC=C1O,189,717,26,Inactive,10,14,0,2,0
DTXSID6020193,33229-34-4,HC Blue 2,C12H19N3O5,285.132471,285.3,OCCNC1=C(C=C(C=C1)N(CCO)CCO)[N+]([O-])=O,44,324,14,Inactive,12,19,3,5,0
DTXSID6020145,106-51-4,"1,4-Benzoquinone",C6H4O2,108.021129,108.096,O=C1C=CC(=O)C=C1,111,437,25,Inactive,6,4,0,2,0
DTXSID6020224,96-48-0,gamma-Butyrolactone,C4H6O2,86.036779,86.09,O=C1CCCO1,20,579,3,Inactive,4,6,0,2,0
DTXSID6020359,108-94-1,Cyclohexanone,C6H10O,98.073165,98.145,O=C1CCCCC1,5,584,1,Inactive,6,10,0,1,0
DTXSID6020357,31698-14-3,Cyclocytidine,C9H11N3O4,225.074956,225.204,OC[C@H]1O[C@@H]2[C@@H](OC3=NC(=N)C=CN23)[C@@H]1O,20,331,6,Inactive,9,11,3,4,0
DTXSID6020515,68-12-2,"N,N-Dimethylformamide",C3H7NO,73.052764,73.095,CN(C)C=O,3,590,1,Inactive,3,7,1,1,0
DTXSID6020480,828-00-2,Dimethoxane,C8H14O4,174.089209,174.196,CC1CC(OC(C)=O)OC(C)O1,15,574,3,Inactive,8,14,0,4,0
DTXSID6020569,106-88-7,"1,2-Epoxybutane",C4H8O,72.057515,72.107,CCC1CO1,3,323,1,Inactive,4,8,0,1,0
DTXSID6020779,434-13-9,Lithocholic acid,C24H40O3,376.297745,376.581,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,106,328,32,Active,24,40,0,3,0
DTXSID6020721,1083-57-4,3-Hydroxy-4-butyrophenetidide,C12H17NO3,223.120843,223.272,CCOC1=CC=C(NC(=O)CC(C)O)C=C1,1,316,0,Inactive,12,17,1,3,0
DTXSID6020692,100-97-0,Methenamine,C6H12N4,140.106196,140.19,C1N2CN3CN1CN(C2)C3,2,572,0,Inactive,6,12,4,0,0
